Device,geo:long,geo:lat,Perception,Timestamp
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Device 4,-2.1184735,53.251761,5,2018-06-09 15:08:46
Device 4,-2.1197944,53.251917,4,2018-06-09 15:11:21
Device 4,-2.1198058,53.2519191,5,2018-06-09 15:11:48
Device 4,-2.1198049,53.2519198,4,2018-06-09 15:11:58
Device 4,-2.1198073,53.251921,5,2018-06-09 15:12:09
Device 4,-2.1197998,53.2519229,4,2018-06-09 15:12:18
Device 4,-2.1211097,53.2523619,4,2018-06-09 15:15:32
Device 4,-2.1211856,53.2524179,4,2018-06-09 15:15:40
Device 4,-2.1211989,53.2524324,4,2018-06-09 15:15:51
Device 4,-2.1213129,53.2512474,5,2018-06-09 15:19:19
Device 4,-2.1213245,53.2512256,4,2018-06-09 15:19:54
Device 4,-2.1210942,53.2502202,5,2018-06-09 15:21:56
Device 4,-2.1210823,53.2502184,5,2018-06-09 15:22:24
Device 4,-2.1195777,53.2498228,5,2018-06-09 15:24:59
Device 4,-2.1195002,53.2498278,5,2018-06-09 15:25:24
Device 4,-2.1184907,53.2507302,5,2018-06-09 15:27:21
Device 4,-2.1184746,53.2507537,5,2018-06-09 15:27:55
Device 4,-2.1166497,53.2516916,2,2018-06-09 15:30:53
Device 4,-2.1166708,53.2517041,4,2018-06-09 15:31:18
Device 4,-2.1169901,53.2521259,1,2018-06-09 15:32:31
Device 4,-2.117456,53.2516819,4,2018-06-09 15:34:59
Device 4,-2.1184571,53.2512724,1,2018-06-09 15:40:21
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Device 5,4.3085995,50.8660776,5,2018-09-20 8:54:36
Device 5,4.3086026,50.8660854,5,2018-09-20 8:54:48
Device 5,4.3086,50.8660688,1,2018-09-20 8:55:27
Device 5,4.3086051,50.8660777,5,2018-09-20 8:55:34
Device 5,4.3086373,50.8660949,5,2018-09-20 8:56:38
Device 5,4.3086373,50.8660949,4,2018-09-20 8:56:51
Device 5,4.3086373,50.8660949,5,2018-09-20 8:57:04
Device 5,4.3086373,50.8660949,5,2018-09-20 8:57:13
Device 5,4.3086373,50.8660949,4,2018-09-20 8:57:18
Device 5,4.3091238,50.8661452,5,2018-09-20 8:58:29
Device 5,4.30898,50.866387,5,2018-09-20 8:59:34
Device 5,4.3090208,50.8664203,5,2018-09-20 8:59:40
Device 5,4.3091502,50.8664947,4,2018-09-20 8:59:59
Device 5,4.3091551,50.866508,5,2018-09-20 9:00:19
Device 5,4.3091395,50.8664982,5,2018-09-20 9:00:59
Device 5,4.3091509,50.866596,5,2018-09-20 9:01:59
Device 5,4.3091042,50.8666482,4,2018-09-20 9:02:07
Device 5,4.3088038,50.8667724,4,2018-09-20 9:02:29
Device 5,4.3087157,50.866773,5,2018-09-20 9:02:35
Device 5,4.308567,50.8667679,4,2018-09-20 9:02:45
Device 5,4.308392,50.8668092,5,2018-09-20 9:02:55
Device 5,4.3081736,50.866869,5,2018-09-20 9:03:07
Device 5,4.3079951,50.8668822,5,2018-09-20 9:03:16
Device 5,4.3078867,50.8668611,5,2018-09-20 9:03:22
Device 5,4.3077733,50.866835,4,2018-09-20 9:03:28
Device 5,4.3076794,50.866834,5,2018-09-20 9:03:34
Device 5,4.3075429,50.8668497,4,2018-09-20 9:03:41
Device 5,4.3074342,50.8668569,4,2018-09-20 9:03:48
Device 5,4.3072683,50.8668638,5,2018-09-20 9:03:58
Device 5,4.307133,50.8669513,5,2018-09-20 9:05:16
Device 5,4.307136,50.8669526,4,2018-09-20 9:05:24
Device 5,4.3067055,50.8669216,4,2018-09-20 9:05:59
Device 5,4.306104,50.8670243,4,2018-09-20 9:06:33
Device 5,4.3058427,50.867043,4,2018-09-20 9:06:48
Device 5,4.3053983,50.8669711,4,2018-09-20 9:07:16
Device 5,4.3050471,50.8668216,5,2018-09-20 9:07:40
Device 5,4.3050384,50.8667819,2,2018-09-20 9:08:16
Device 5,4.3050211,50.8667533,5,2018-09-20 9:08:30
Device 5,4.3049871,50.8667138,4,2018-09-20 9:08:59
Device 5,4.3049736,50.8666835,5,2018-09-20 9:09:05
Device 5,4.3049844,50.8666409,4,2018-09-20 9:09:31
Device 5,4.3050495,50.8664586,4,2018-09-20 9:09:51
Device 5,4.3050122,50.8661677,4,2018-09-20 9:10:14
Device 5,4.3050225,50.8659773,4,2018-09-20 9:10:33
Device 5,4.3049691,50.8659369,5,2018-09-20 9:11:24
Device 5,4.3049504,50.8659437,5,2018-09-20 9:11:52
Device 5,4.3049386,50.8659411,4,2018-09-20 9:12:00
Device 5,4.304938,50.8659499,4,2018-09-20 9:12:22
Device 5,4.3049402,50.8659508,5,2018-09-20 9:12:44
Device 5,4.3049398,50.8659516,5,2018-09-20 9:13:05
Device 5,4.305003,50.8660344,4,2018-09-20 9:13:58
Device 5,4.3050628,50.8660474,4,2018-09-20 9:14:04
Device 5,4.3052389,50.8660255,5,2018-09-20 9:14:18
Device 5,4.3053615,50.8660072,5,2018-09-20 9:14:25
Device 5,4.3055155,50.8659537,4,2018-09-20 9:14:34
Device 5,4.3055368,50.8658112,4,2018-09-20 9:14:48
Device 5,4.3056542,50.8654432,4,2018-09-20 9:15:20
Device 5,4.306219,50.8649494,4,2018-09-20 9:16:21
Device 5,4.3062277,50.8649433,5,2018-09-20 9:16:30
Device 5,4.3062338,50.8649387,5,2018-09-20 9:16:39
Device 5,4.3062539,50.8649282,4,2018-09-20 9:16:52
Device 5,4.3062642,50.864873,5,2018-09-20 9:17:15
Device 5,4.3062635,50.8648975,5,2018-09-20 9:17:31
Device 5,4.3062464,50.8648957,4,2018-09-20 9:18:00
Device 5,4.3062651,50.8648979,4,2018-09-20 9:18:16
Device 5,4.307439,50.8647848,4,2018-09-20 9:20:08
Device 5,4.3080974,50.865019,5,2018-09-20 9:20:47
Device 5,4.3081807,50.865037,4,2018-09-20 9:20:53
Device 5,4.3084044,50.8651207,4,2018-09-20 9:21:18
Device 5,4.3084097,50.8651175,5,2018-09-20 9:21:24
Device 5,4.308422,50.8650988,5,2018-09-20 9:21:47
Device 5,4.308411,50.8650337,4,2018-09-20 9:23:16
Device 5,4.3085907,50.8650943,4,2018-09-20 9:23:25
Device 5,4.3088037,50.8651717,4,2018-09-20 9:23:37
Device 5,4.3094306,50.8653672,4,2018-09-20 9:24:07
Device 5,4.3098564,50.8654405,4,2018-09-20 9:24:31
Device 5,4.3100397,50.8655156,4,2018-09-20 9:24:42
Device 5,4.3104008,50.8656041,5,2018-09-20 9:25:13
Device 5,4.3104196,50.8656022,2,2018-09-20 9:25:21
Device 5,4.3104376,50.8656035,5,2018-09-20 9:25:34
Device 5,4.3104484,50.8656249,5,2018-09-20 9:25:54
Device 5,4.3100672,50.8659566,5,2018-09-20 9:26:58
Device 5,4.3098707,50.8661497,4,2018-09-20 9:27:19
Device 5,4.3098011,50.8662249,4,2018-09-20 9:27:26
Device 5,4.309729,50.8662874,4,2018-09-20 9:27:34
Device 5,4.3090948,50.8664538,4,2018-09-20 9:28:58
Device 5,4.3090033,50.8663582,4,2018-09-20 9:29:12
Device 5,4.3088571,50.8662236,5,2018-09-20 9:29:26
Device 5,4.3088453,50.8661596,4,2018-09-20 9:29:44
Device 5,4.3088525,50.8660915,4,2018-09-20 9:30:25
Device 5,4.3088562,50.866097,4,2018-09-20 9:30:34
Device 5,4.3088501,50.866089,4,2018-09-20 9:30:44
Device 5,4.3088424,50.8660649,4,2018-09-20 9:30:54
Device 5,4.3086027,50.8660799,4,2018-09-20 9:31:42
,,,,
Device 3,4.3525812,50.8412628,1,2018-12-07 7:56:12
Device 3,4.3525812,50.8412628,1,2018-12-07 7:56:24
Device 3,4.3520293,50.8409978,1,2018-12-07 8:27:34
Device 3,4.3524317,50.8410464,1,2018-12-07 9:38:10
Device 3,4.3524317,50.8410464,4,2018-12-07 9:47:07
Device 3,4.3524317,50.8410464,5,2018-12-07 9:47:27
Device 3,4.3524317,50.8410464,5,2018-12-07 9:49:30
Device 3,4.3524317,50.8410464,5,2018-12-07 9:50:27
Device 3,4.3524317,50.8410464,2,2018-12-07 9:50:44
Device 3,4.3524317,50.8410464,4,2018-12-07 9:50:50
Device 3,4.3524317,50.8410464,4,2018-12-07 9:51:13
Device 3,4.3524317,50.8410464,5,2018-12-07 9:51:43
Device 3,4.3524317,50.8410464,4,2018-12-07 9:53:38
Device 3,4.3524317,50.8410464,5,2018-12-07 9:55:50
Device 3,4.3519848,50.8414709,5,2018-12-07 9:57:05
Device 3,4.3510505,50.8421202,4,2018-12-07 9:59:00
Device 3,4.3510611,50.8421321,4,2018-12-07 9:59:35
Device 3,4.3510646,50.8421377,1,2018-12-07 10:00:16
Device 3,4.3510685,50.8421395,5,2018-12-07 10:00:54
Device 3,4.3537721,50.8414411,4,2018-12-07 10:06:25
Device 3,4.3537722,50.8414411,4,2018-12-07 10:06:54
Device 3,4.3562552,50.8397051,5,2018-12-07 10:12:41
Device 3,4.3563154,50.8396728,1,2018-12-07 10:13:31
Device 3,4.3563583,50.8396534,4,2018-12-07 10:13:59
Device 3,4.3537359,50.8393217,2,2018-12-07 10:20:52
Device 3,4.3538234,50.8393659,5,2018-12-07 10:21:07
Device 3,4.3548898,50.8402545,5,2018-12-07 10:24:27
Device 3,4.3548949,50.8402573,4,2018-12-07 10:24:51
Device 3,4.3549633,50.8403038,4,2018-12-07 10:26:10
Device 3,4.3549779,50.8403302,5,2018-12-07 10:26:39
Device 3,4.355004,50.8403322,5,2018-12-07 10:26:49
Device 3,4.3550358,50.8403656,4,2018-12-07 10:27:21
Device 3,4.3537929,50.8409939,2,2018-12-07 10:30:33
Device 3,4.353772,50.8410007,5,2018-12-07 10:30:50
Device 3,4.3525104,50.8413181,4,2018-12-07 10:34:38
Device 3,4.35216,50.8409778,2,2018-12-07 10:40:19
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
